Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10a.sql...
0.000, 0.011, 0.515, 0.001, 0.784, 0.051, 6.475, 3.895, 10.756, 0.037, 0.538, 0.027, 20.187, 2.689, 9.150, 0.032, 0.426, 0.026, 192.564, 17.669, 16.482, 0.025, 0.348, 0.023, 0.801, 0.541, 7.582, 0.015, 0.233, 0.023, 0.619, 0.735, 1.035, 0.087, 0.032, 0.001, 1.129, 0.023
0.001, 0.012, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/30a.sql...
0.002, 0.015, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/30b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/30c.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/31a.sql...
0.002, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/31b.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/31c.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/32a.sql...
0.001, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/32b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/33a.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/33b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/33c.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/3a.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/3b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/3c.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/4a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/4b.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/4c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/5a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/5b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/5c.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6a.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6d.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6e.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6f.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/7a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/7b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/7c.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/8a.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/8b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/8c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/8d.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/9a.sql...
0.002, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/9b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/9c.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/9d.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, 
0.003, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
0.001, 0.012, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12a.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12b.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12c.sql...
0.002, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13a.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13c.sql...
0.002, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13d.sql...
0.001, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14a.sql...
0.001, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14b.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14c.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15a.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15b.sql...
0.002, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15c.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15d.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16a.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16c.sql...
0.002, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16d.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17a.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17c.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17d.sql...
0.002, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17e.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17f.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/18a.sql...
0.002, 0.012, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/18b.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/18c.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/19a.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/19b.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/19c.sql...
0.002, 0.014, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/19d.sql...
0.001, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/1a.sql...
0.002, 0.013, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/1b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/1c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/1d.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/20a.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, 0.000, 66.573, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/20b.sql...
2.618, 0.015, 0.000, 0.000, 0.000, 0.000, 0.000, 17.234, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/20c.sql...
2.644, 0.015, 0.000, 0.000, 0.000, 0.000, 0.000, 16.946, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/21a.sql...
2.616, 0.015, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/21b.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/21c.sql...
0.001, 0.012, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/22a.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/22b.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/22c.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/22d.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/23a.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/23b.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/23c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/24a.sql...
0.002, 0.011, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/24b.sql...
0.001, 0.016, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/25a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/25b.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/25c.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/26a.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/26b.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/26c.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/27a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/27b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/27c.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/28a.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/28b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/28c.sql...
0.001, 0.011, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/29a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/29b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/29c.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/2a.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/2b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/2c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/2d.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/30a.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/30b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/30c.sql...
0.001, 0.011, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/31a.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/31b.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/31c.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/32a.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/32b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/33a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/33b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/33c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/3a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/3b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/3c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/4a.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/4b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/4c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/5a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/5b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/5c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6a.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6d.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6e.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/6f.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/7a.sql...
0.002, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/7b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/7c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/8a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/8b.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/8c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/8d.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/9a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/9b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/9c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/9d.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, 
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/10c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/11d.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/12c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13a.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/13d.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/14c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15a.sql...
0.001, 0.010, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/15d.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/16d.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17d.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17e.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/17f.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/18a.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/18b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/18c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/19a.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/19b.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/19c.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/19d.sql...
0.001, 0.018, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/1a.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/1b.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/1c.sql...
0.001, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/1d.sql...
0.002, 0.009, 0.000, 0.000, 0.000, 0.000, Running benchmark for /home/pei/Project/benchmarks/imdb_job-postgres/queries/20a.sql...
